monthly_income,repayment_history_score,utility_bill_regularity,years_in_business,debt_to_income_ratio,group_membership,income_stability_score,repaid_on_time
38366.18,0.8966,0.848,18,0.0095,0,0.034,1
89231.33,0.7684,0.6838,17,0.817,0,0.3529,0
82829.64,0.7422,0.1955,15,0.3312,0,0.2183,0
51819.59,0.6679,0.1265,3,0.3179,1,0.1329,1
78425.03,0.4153,0.7027,10,0.3659,1,0.1573,0
30758.1,0.4032,0.1585,12,0.6168,1,0.8263,0
51954.68,0.8089,0.7943,9,0.3384,0,0.0949,1
23760.79,0.2938,0.5571,19,0.3364,0,0.7249,0
86784.19,0.6848,0.4769,20,0.0571,0,0.054,1
83191.42,0.7262,0.2755,4,0.375,1,0.0406,0
90704.22,0.8446,0.9838,20,0.1345,1,0.4422,1
88360.31,0.3199,0.7222,17,0.77,0,0.3819,0
96161.64,0.7419,0.7781,14,0.3011,0,0.5457,1
26691.94,0.1065,0.7687,8,0.8648,0,0.7026,0
93523.31,0.1381,0.584,15,0.6161,1,0.3098,0
59265.25,0.4173,0.9397,12,0.6805,0,0.1944,0
45137.03,0.0552,0.5838,18,0.853,0,0.8221,0
58235.52,0.9477,0.52,14,0.215,0,0.1653,1
37547.22,0.9019,0.2737,20,0.5106,0,0.7985,0
32412.54,0.0489,0.2817,8,0.0367,0,0.5871,0
27924.86,0.8383,0.7369,1,0.0907,1,0.2894,1
12830.66,0.5089,0.3348,10,0.3299,0,0.3143,0
52173.67,0.702,0.7287,20,0.6143,0,0.3706,0
89337.36,0.8869,0.9527,13,0.7485,0,0.5911,0
64864.44,0.577,0.4393,14,0.2308,1,0.9796,0
54492.69,0.1163,0.0973,13,0.6742,1,0.3183,1
45716.33,0.0026,0.6665,12,0.2019,0,0.9419,0
49118.15,0.4969,0.0095,1,0.0055,1,0.2051,0
24881.35,0.9492,0.787,8,0.049,1,0.113,1
83178.91,0.5726,0.5257,1,0.527,1,0.5321,0
23846.38,0.3729,0.4897,7,0.4474,1,0.9765,0
73079.16,0.0309,0.5694,15,0.2434,0,0.4849,1
77198.58,0.915,0.5164,16,0.0059,1,0.7999,1
59612.56,0.3272,0.3238,4,0.5112,1,0.4725,0
86978.01,0.7048,0.2815,13,0.7358,0,0.85,0
32649.78,0.6942,0.4153,4,0.0617,1,0.8127,1
88753.64,0.2539,0.8949,4,0.6628,0,0.6862,0
74293.99,0.0638,0.1354,20,0.5711,0,0.6154,1
80881.23,0.385,0.3248,12,0.4314,0,0.5181,0
68135.07,0.3171,0.1923,4,0.0435,0,0.9568,0
85402.59,0.7003,0.4271,2,0.8312,1,0.5574,0
99344.39,0.8198,0.1335,1,0.4297,0,0.3371,0
44915.47,0.2224,0.7608,10,0.3596,1,0.8822,0
82321.99,0.5282,0.1035,2,0.7753,0,0.66,0
75735.08,0.0406,0.6653,12,0.761,1,0.5582,0
48022.67,0.2143,0.2677,9,0.6545,0,0.6822,0
93060.15,0.7618,0.4722,13,0.7464,0,0.3489,1
42470.46,0.7934,0.2,4,0.1119,1,0.4209,0
58719.26,0.7764,0.7302,3,0.6848,0,0.1956,0
15064.52,0.1424,0.9483,2,0.2952,1,0.855,0
26448.64,0.551,0.2217,2,0.7807,0,0.6656,0
84866.14,0.4227,0.9532,1,0.3332,0,0.8243,0
42672.51,0.9915,0.3253,5,0.0489,0,0.3174,0
42437.99,0.6541,0.5578,16,0.3729,0,0.9954,1
28368.2,0.9352,0.7016,12,0.6811,0,0.3572,0
51702.98,0.1454,0.1993,5,0.4508,1,0.3537,0
81552.61,0.4509,0.4448,19,0.6873,0,0.9606,0
90040.59,0.7716,0.0678,15,0.0317,0,0.6551,0
11660.87,0.3679,0.6971,16,0.1594,0,0.9334,0
59607.97,0.6325,0.4166,18,0.5072,1,0.6231,1
49390.97,0.5117,0.8916,15,0.3468,1,0.2465,0
63356.78,0.9919,0.274,20,0.6122,0,0.3907,0
47491.19,0.1739,0.9236,6,0.8663,0,0.8589,0
42871.26,0.9353,0.141,17,0.5939,0,0.4895,1
49828.67,0.4016,0.607,2,0.3756,0,0.709,0
60289.92,0.468,0.3078,6,0.4881,0,0.1665,0
52593.41,0.5286,0.1818,18,0.8215,1,0.3998,0
49853.72,0.2654,0.0939,2,0.6057,0,0.8395,0
82694.35,0.9637,0.6556,10,0.7229,1,0.941,0
75836.56,0.9115,0.2332,7,0.2714,1,0.3243,0
37430.96,0.9729,0.5728,2,0.6699,0,0.1726,0
81054.83,0.9969,0.9794,4,0.1255,1,0.0234,1
86096.81,0.6698,0.316,11,0.6748,1,0.1274,0
19581.76,0.4517,0.0349,13,0.7934,0,0.8357,0
60354.83,0.8507,0.1428,14,0.8102,0,0.4557,0
32104.64,0.0238,0.1193,2,0.1049,1,0.2916,0
75221.37,0.8344,0.4633,6,0.7469,1,0.7757,0
27684.61,0.4973,0.7447,2,0.0989,1,0.7934,0
68783.33,0.6732,0.2964,0,0.4306,1,0.3622,0
29236.84,0.374,0.1458,8,0.6143,0,0.9014,0
53558.66,0.3686,0.6408,13,0.4358,0,0.4631,0
95121.41,0.0317,0.3012,7,0.3059,0,0.2612,1
41224.22,0.4238,0.5752,0,0.6154,1,0.8998,0
88195.16,0.4084,0.9338,4,0.5948,1,0.153,0
98759.74,0.2248,0.2913,9,0.5246,0,0.9959,0
88110.83,0.2473,0.5125,7,0.4756,1,0.6133,0
20757.27,0.5841,0.8068,17,0.6352,0,0.9153,0
82867.53,0.3178,0.6917,12,0.3627,1,0.1788,0
8054.19,0.8303,0.7515,20,0.0619,0,0.3891,1
42363.68,0.1114,0.7726,3,0.4837,1,0.8733,0
87719.67,0.5776,0.5399,7,0.6511,0,0.8371,0
70431.46,0.16,0.5361,1,0.2692,1,0.8719,0
55610.34,0.5282,0.7189,0,0.1267,0,0.2805,0
41847.08,0.5525,0.6976,19,0.8207,1,0.6176,0
82168.21,0.6423,0.6701,10,0.7774,0,0.3896,0
72408.05,0.4274,0.3821,13,0.5566,1,0.3208,0
49498.51,0.5095,0.8285,5,0.7079,0,0.5201,0
89786.01,0.181,0.2362,1,0.8719,0,0.7151,0
26845.06,0.463,0.1557,18,0.5123,0,0.5185,0
21187.19,0.373,0.3452,13,0.2198,0,0.2305,0
66066.36,0.6661,0.2538,14,0.5749,0,0.8075,0
97339.46,0.4348,0.6632,11,0.8231,0,0.9778,0
28489.37,0.7793,0.231,8,0.6211,0,0.3629,0
28718.69,0.426,0.6565,8,0.0236,1,0.8493,0
18252.39,0.2358,0.5132,16,0.8254,0,0.8639,0
86753.54,0.2737,0.1525,4,0.6783,1,0.2605,0
26507.77,0.0453,0.2584,7,0.3616,0,0.7053,0
52801.96,0.5399,0.5217,6,0.8887,0,0.9384,0
99132.89,0.8309,0.7331,10,0.6495,1,0.7399,0
6153.39,0.7691,0.3983,20,0.7429,1,0.03,0
57866.18,0.4378,0.2328,19,0.8488,1,0.6045,0
53667.46,0.1961,0.2951,11,0.0356,0,0.7785,0
81707.5,0.8635,0.0951,4,0.697,0,0.6181,0
38751.75,0.0568,0.0251,19,0.3477,1,0.0287,0
43982.43,0.3992,0.9731,6,0.7822,0,0.1202,0
20954.11,0.8566,0.0964,7,0.791,0,0.8016,0
75377.45,0.3932,0.1249,18,0.7458,1,0.4881,0
79547.35,0.1179,0.871,5,0.7013,1,0.958,0
17983.02,0.2659,0.6635,9,0.7149,1,0.415,0
42378.42,0.6,0.4361,19,0.2669,1,0.8217,0
89825.97,0.152,0.649,6,0.3659,1,0.0355,0
5257.19,0.6549,0.935,13,0.1035,1,0.841,1
33382.11,0.4382,0.0994,0,0.7475,1,0.8591,0
57729.02,0.3344,0.2437,20,0.5814,1,0.3621,0
36738.92,0.2409,0.8603,8,0.5514,1,0.3095,1
30844.29,0.8233,0.7806,14,0.2215,1,0.9099,1
48703.56,0.3967,0.9943,10,0.5535,0,0.7777,0
22244.7,0.7385,0.3139,9,0.4091,0,0.5979,0
55314.4,0.4404,0.9449,8,0.8957,0,0.4363,0
72136.11,0.0919,0.3437,0,0.7768,1,0.9121,0
59653.02,0.4405,0.7151,5,0.4734,1,0.7472,0
13845.39,0.5077,0.8827,7,0.7276,1,0.4168,1
85218.82,0.4578,0.1708,7,0.1481,1,0.4967,0
21622.89,0.8162,0.2056,5,0.0913,1,0.0984,0
77657.14,0.9109,0.581,13,0.5676,1,0.8107,0
39253.69,0.7868,0.8438,17,0.6541,0,0.8417,0
79362.33,0.5828,0.0789,18,0.0478,1,0.3556,0
24595.93,0.5414,0.8509,20,0.1809,1,0.3097,0
22732.9,0.6446,0.3431,13,0.4835,0,0.2522,0
52217.46,0.2878,0.4062,8,0.0565,1,0.1735,0
8128.92,0.8118,0.3399,13,0.3816,0,0.9478,0
26403.25,0.8568,0.9115,2,0.4339,0,0.759,1
73781.16,0.2672,0.1308,17,0.8296,1,0.4334,0
84551.43,0.9028,0.5743,11,0.2841,0,0.1102,1
12674.61,0.8487,0.1481,3,0.1518,1,0.1394,0
88797.38,0.4245,0.9286,8,0.0068,1,0.7098,0
80764.13,0.909,0.7979,6,0.1094,1,0.2031,1
87620.01,0.1204,0.2338,7,0.6758,1,0.3479,0
71350.71,0.028,0.2978,1,0.4004,1,0.957,0
69044.54,0.3479,0.3815,0,0.1789,0,0.5812,0
54883.86,0.5654,0.4054,7,0.8397,1,0.8083,0
67014.79,0.3514,0.8173,6,0.7088,1,0.1039,0
92315.42,0.9421,0.5645,20,0.1029,0,0.3304,1
14549.59,0.2547,0.4279,5,0.2421,0,0.8956,0
34997.63,0.2812,0.7194,6,0.7645,0,0.8105,1
11883.22,0.6348,0.4579,19,0.6232,0,0.7234,0
94756.49,0.0039,0.1282,18,0.851,0,0.5874,0
47300.22,0.7276,0.1075,1,0.0686,1,0.2689,0
69157.72,0.3775,0.326,1,0.6979,0,0.5855,0
84906.41,0.9777,0.6029,1,0.0688,1,0.0508,1
99145.02,0.6914,0.1348,9,0.303,1,0.2023,0
20369.33,0.0522,0.5501,12,0.6756,1,0.5183,0
80953.7,0.0926,0.2696,7,0.6399,0,0.002,0
89305.18,0.0882,0.6954,0,0.0019,0,0.2322,0
9643.16,0.9526,0.0283,4,0.1817,1,0.1522,0
76638.6,0.6841,0.469,12,0.7007,1,0.3455,0
38698.91,0.4276,0.0523,7,0.1135,0,0.8584,0
66616.7,0.2005,0.3305,2,0.2937,0,0.9474,0
53834.58,0.8736,0.0156,13,0.1655,1,0.1651,0
29675.51,0.2016,0.4691,12,0.1003,1,0.2311,0
17846.03,0.7067,0.767,10,0.753,0,0.8469,0
16109.99,0.7633,0.1002,19,0.0552,0,0.1727,0
14815.67,0.2947,0.7352,17,0.4824,1,0.7413,1
65590.05,0.5049,0.5842,0,0.6234,0,0.0855,0
38384.03,0.223,0.5046,19,0.0518,0,0.6483,0
25580.18,0.3789,0.5995,1,0.5701,0,0.2657,0
70729.08,0.9651,0.3359,10,0.3007,0,0.7496,0
70250.71,0.6931,0.7103,18,0.7502,1,0.5194,0
56220.99,0.8466,0.7797,20,0.7179,0,0.1789,0
93820.99,0.5406,0.7782,0,0.7145,1,0.4022,0
41614.35,0.239,0.2695,1,0.3588,1,0.5144,0
84406.98,0.7129,0.6539,5,0.7403,0,0.996,0
12138.24,0.5006,0.1481,5,0.567,1,0.4804,1
75283.95,0.1768,0.4954,5,0.3408,0,0.1512,0
98902.5,0.4124,0.0026,8,0.0726,1,0.5552,0
85426.83,0.6348,0.1936,6,0.0601,0,0.2202,0
60068.15,0.7353,0.6317,12,0.2263,1,0.8796,0
64542.78,0.2432,0.8744,17,0.2696,1,0.8341,0
38562.51,0.876,0.049,11,0.8348,0,0.1286,0
69551.1,0.3796,0.5586,6,0.8999,0,0.5884,0
78187.56,0.2711,0.6368,11,0.1293,0,0.6965,0
99831.71,0.1951,0.9324,13,0.8485,1,0.2517,0
51783.98,0.8042,0.6551,18,0.6359,0,0.6264,0
10823.89,0.3542,0.103,19,0.4487,1,0.4627,0
61606.51,0.4834,0.1467,5,0.8592,0,0.4821,0
16307.29,0.2228,0.6358,19,0.6423,0,0.5513,0
28252.68,0.6861,0.2156,17,0.5343,0,0.5701,0
36234.09,0.781,0.9283,2,0.1886,0,0.7098,1
74447.84,0.3394,0.9207,11,0.22,1,0.4524,0
22461.77,0.9451,0.9487,3,0.8204,1,0.7226,0
20746.53,0.0306,0.293,10,0.1935,1,0.4859,0
9271.6,0.1329,0.7169,0,0.0291,1,0.6628,0
87957.79,0.5888,0.663,6,0.2396,0,0.2631,1
70883.02,0.7014,0.0356,12,0.4325,1,0.5417,0
8794.91,0.2507,0.2656,6,0.3438,1,0.468,0
7687.77,0.5541,0.2068,0,0.8422,0,0.3022,0
58074.06,0.3184,0.3708,8,0.3767,1,0.0623,0
31840.77,0.5541,0.9531,11,0.8001,1,0.5102,0
61689.0,0.6593,0.8456,16,0.5352,0,0.0098,1
46287.4,0.9728,0.2934,2,0.4717,1,0.3898,0
92714.69,0.4557,0.53,10,0.1442,1,0.3707,0
32341.86,0.6482,0.1923,4,0.2439,0,0.6338,0
69518.81,0.578,0.2774,3,0.7805,1,0.9874,0
10135.16,0.3176,0.065,2,0.702,0,0.858,0
95806.75,0.2531,0.6426,15,0.4027,1,0.9751,0
98171.96,0.9879,0.6569,19,0.8181,0,0.9509,0
75212.09,0.2069,0.8385,13,0.7373,1,0.0741,0
49195.18,0.7903,0.8716,7,0.1009,1,0.2819,1
25899.38,0.1466,0.1601,19,0.5453,0,0.297,0
82189.05,0.8044,0.743,10,0.719,0,0.071,0
74953.64,0.1857,0.1347,11,0.7275,0,0.8467,0
26085.63,0.9672,0.3737,13,0.0822,1,0.8953,0
47865.45,0.686,0.5155,13,0.2022,1,0.605,1
48965.9,0.0901,0.0495,10,0.3717,1,0.891,0
83509.0,0.6932,0.1568,10,0.2265,0,0.7144,0
69965.25,0.6036,0.2711,6,0.098,1,0.4406,0
66100.92,0.3375,0.1275,14,0.5659,0,0.1499,0
66733.61,0.2607,0.9341,14,0.4567,1,0.9585,0
30694.66,0.7188,0.2883,9,0.1395,0,0.6923,0
40312.57,0.7414,0.5012,14,0.5277,1,0.3542,0
9337.92,0.3272,0.9965,2,0.0558,0,0.1286,0
79759.41,0.8762,0.5666,8,0.3447,1,0.799,1
46134.83,0.2688,0.4115,20,0.7133,0,0.802,0
46632.64,0.0699,0.9298,15,0.801,1,0.543,0
28308.85,0.5999,0.2225,15,0.2207,1,1.0,0
24895.59,0.1071,0.1795,18,0.7736,0,0.3864,0
60843.08,0.2767,0.5354,12,0.8026,1,0.9421,0
27092.54,0.5072,0.4273,13,0.5462,0,0.6303,0
11099.84,0.2864,0.797,10,0.884,0,0.7364,0
77913.2,0.215,0.042,17,0.2216,1,0.9171,0
40764.6,0.7032,0.6177,14,0.0621,0,0.8312,1
41122.38,0.547,0.7107,10,0.7591,0,0.2887,0
45975.24,0.8398,0.9719,2,0.4418,1,0.8672,1
82429.26,0.5812,0.1458,16,0.3118,0,0.5397,0
35479.51,0.4834,0.2462,6,0.0497,1,0.0448,0
77013.44,0.2613,0.9324,7,0.0582,0,0.6738,0
94256.76,0.7921,0.6306,2,0.0816,1,0.4997,1
67782.48,0.1969,0.038,4,0.1653,1,0.5366,0
46009.7,0.2422,0.0773,2,0.8734,1,0.4115,0
76040.02,0.8416,0.7854,2,0.2533,0,0.0641,0
48500.25,0.7412,0.5675,0,0.7353,0,0.1802,0
44370.59,0.6129,0.5654,6,0.0175,0,0.7565,1
54901.9,0.0389,0.8799,15,0.2896,1,0.2342,0
35183.62,0.1273,0.2411,18,0.8156,0,0.6277,0
14903.77,0.5,0.1604,4,0.1665,1,0.5419,0
44410.94,0.7463,0.6138,8,0.2556,0,0.2214,1
16766.4,0.4641,0.8824,17,0.7439,1,0.2806,0
43991.94,0.0173,0.2653,14,0.1093,1,0.3836,0
57908.7,0.1843,0.6813,18,0.0479,1,0.8802,1
93417.56,0.5888,0.1524,8,0.8694,0,0.9413,0
8441.12,0.6942,0.1719,3,0.3643,0,0.3868,0
64038.55,0.0334,0.9015,3,0.5921,0,0.0462,0
48484.84,0.0433,0.118,14,0.1144,0,0.6009,0
6924.81,0.2613,0.0243,0,0.1982,0,0.4176,0
28707.08,0.0835,0.7749,9,0.414,1,0.4923,0
16256.1,0.5419,0.3625,7,0.6076,1,0.442,0
25595.44,0.1237,0.3967,19,0.2639,0,0.6546,0
31084.17,0.6482,0.7999,20,0.7962,1,0.3044,0
43124.1,0.7772,0.1799,10,0.703,1,0.8926,0
55258.74,0.9705,0.6503,12,0.4964,1,0.4212,1
5094.05,0.9484,0.3135,7,0.4133,0,0.3417,0
20377.59,0.2734,0.1043,16,0.5576,0,0.9229,0
13888.81,0.0294,0.6875,6,0.6585,1,0.3581,0
57218.97,0.3294,0.3187,15,0.1215,1,0.0831,0
36262.11,0.7085,0.8666,18,0.7674,1,0.1553,0
57097.78,0.0598,0.919,3,0.4405,1,0.7143,0
26073.21,0.3597,0.8491,4,0.8418,0,0.5623,0
7301.79,0.298,0.3224,7,0.86,1,0.5346,0
94429.86,0.2193,0.2366,17,0.0276,0,0.082,0
15289.27,0.7061,0.8928,13,0.346,0,0.1641,0
17051.58,0.6591,0.4529,4,0.4736,1,0.3962,1
18921.95,0.5355,0.7077,7,0.4856,0,0.448,1
98221.27,0.9108,0.8272,13,0.7402,0,0.3766,0
63677.72,0.1031,0.2777,20,0.127,0,0.5027,1
62977.55,0.1497,0.1191,9,0.5602,0,0.7335,0
98736.33,0.3834,0.6248,1,0.8483,0,0.6357,0
13401.68,0.6559,0.5902,2,0.897,1,0.6113,0
97577.58,0.5841,0.2702,0,0.0091,1,0.5578,0
24381.25,0.074,0.5847,2,0.8753,0,0.2009,0
64191.79,0.9584,0.7904,8,0.11,0,0.6046,1
44907.94,0.3051,0.35,5,0.4833,1,0.1585,0
41475.42,0.359,0.2423,6,0.2217,1,0.7129,0
93468.12,0.6236,0.725,16,0.5458,0,0.4523,0
19176.63,0.9452,0.7859,10,0.0333,0,0.5815,1
99721.56,0.6627,0.9543,15,0.2145,0,0.8628,1
41016.88,0.9548,0.1476,11,0.2705,0,0.3731,1
66633.62,0.1876,0.8893,4,0.824,0,0.0998,0
96951.14,0.6188,0.7651,19,0.5253,0,0.8914,0
10472.1,0.8289,0.7019,10,0.6374,1,0.365,0
92672.11,0.509,0.3131,17,0.6084,1,0.4065,0
58942.08,0.3622,0.0222,2,0.3531,1,0.296,0
71917.7,0.9848,0.5076,17,0.0126,1,0.4202,1
19172.5,0.141,0.2858,15,0.0963,0,0.521,0
55671.81,0.4109,0.2898,5,0.4129,1,0.8433,0
68983.8,0.8734,0.9271,16,0.8472,0,0.7202,0
48343.49,0.9005,0.153,15,0.2239,0,0.5133,0
19723.59,0.9804,0.9342,18,0.6285,1,0.7638,0
28191.31,0.8848,0.5038,4,0.7439,1,0.8478,0
86167.32,0.051,0.8383,18,0.8161,1,0.0581,0
8274.74,0.9298,0.2836,16,0.2641,1,0.5922,0
72341.9,0.4282,0.6339,7,0.8382,0,0.0433,0
99942.05,0.6516,0.5566,7,0.5472,1,0.3081,0
5710.88,0.3943,0.9242,5,0.4576,0,0.7624,0
20299.34,0.8137,0.1793,10,0.7006,0,0.7913,0
69043.71,0.5759,0.2046,18,0.2148,0,0.8838,0
10699.13,0.8455,0.949,17,0.7313,1,0.4982,0
61030.05,0.1938,0.098,3,0.585,1,0.0841,0
69980.01,0.185,0.6347,2,0.7194,0,0.1268,0
60873.9,0.4404,0.0606,1,0.7701,1,0.2443,0
39692.55,0.0048,0.077,12,0.5556,1,0.3722,0
71241.82,0.6929,0.5971,6,0.0331,1,0.5266,1
61457.97,0.2961,0.5514,15,0.268,1,0.6459,0
24725.53,0.5573,0.573,15,0.7902,1,0.1625,0
58497.88,0.07,0.4737,4,0.5643,0,0.189,0
88781.19,0.1706,0.7424,14,0.8011,0,0.173,0
68349.16,0.6229,0.9922,16,0.3461,0,0.7549,1
49820.19,0.3057,0.2758,20,0.4543,1,0.3021,0
35550.49,0.2147,0.3234,15,0.7763,0,0.1667,0
13159.19,0.2288,0.323,7,0.6858,1,0.4314,0
28239.58,0.2148,0.7633,20,0.3398,0,0.2475,0
6062.74,0.6229,0.348,5,0.0204,0,0.3693,0
98729.46,0.1677,0.6767,16,0.7923,0,0.824,0
26135.81,0.3627,0.4459,7,0.7077,1,0.3339,0
82413.21,0.6879,0.6078,19,0.4042,1,0.1749,1
21021.26,0.5137,0.829,16,0.4916,0,0.2325,0
31942.11,0.5973,0.5141,12,0.1839,0,0.0344,1
44736.35,0.2509,0.4752,4,0.3709,1,0.9011,0
35818.54,0.9327,0.267,3,0.1469,0,0.697,0
80843.33,0.4139,0.5159,19,0.1895,1,0.4634,0
95980.87,0.287,0.2624,16,0.7617,0,0.5609,0
88152.98,0.9043,0.8436,10,0.3262,1,0.2541,1
19589.9,0.6553,0.3889,18,0.7333,1,0.4037,0
78785.42,0.6139,0.1291,16,0.4265,0,0.3198,0
19054.96,0.8867,0.24,8,0.0637,0,0.8245,0
91771.21,0.0585,0.5346,17,0.3254,1,0.7434,0
54198.46,0.8377,0.9163,16,0.1424,1,0.2839,1
36956.2,0.6779,0.3006,10,0.6242,0,0.7622,0
19917.42,0.36,0.2644,0,0.8203,0,0.0939,0
6121.86,0.2564,0.4066,15,0.6868,0,0.2026,0
28554.96,0.1048,0.9678,7,0.7006,0,0.1064,0
91831.91,0.9411,0.8452,7,0.7757,1,0.2382,0
80739.91,0.1419,0.1497,14,0.699,1,0.2262,0
97130.4,0.2594,0.6138,17,0.5117,0,0.9006,0
14572.34,0.6911,0.7919,1,0.6428,0,0.3274,0
61256.98,0.7102,0.768,17,0.3744,1,0.3552,1
29429.3,0.1608,0.4888,6,0.0637,1,0.0998,0
56579.46,0.8141,0.7318,11,0.635,0,0.066,1
35443.21,0.5103,0.5836,18,0.6495,0,0.2194,0
31929.23,0.8485,0.2014,4,0.2014,1,0.1345,0
59515.3,0.0873,0.0561,4,0.8585,1,0.3446,0
22415.23,0.0428,0.3695,20,0.0473,1,0.186,0
49567.68,0.637,0.0619,7,0.6624,1,0.1782,0
66827.17,0.15,0.395,19,0.8716,0,0.6475,0
17177.3,0.5249,0.8289,7,0.2782,1,0.9421,1
93406.46,0.0141,0.8443,13,0.8212,1,0.0125,0
53043.85,0.7799,0.0341,10,0.7438,0,0.7056,0
82855.16,0.8995,0.0695,20,0.6697,0,0.6592,0
67121.02,0.8389,0.6699,11,0.8584,0,0.5851,0
72450.09,0.9584,0.5,10,0.5887,1,0.6923,1
73032.44,0.9031,0.1494,9,0.4454,1,0.5087,1
88134.49,0.444,0.8055,7,0.6081,1,0.9269,0
63292.52,0.3983,0.2165,9,0.3706,0,0.1582,1
31430.63,0.8962,0.0781,9,0.2924,1,0.4736,0
14453.42,0.9269,0.7495,16,0.074,0,0.653,1
62593.81,0.9728,0.6081,0,0.3402,1,0.9087,1
11303.52,0.7683,0.3944,10,0.7229,0,0.4874,1
27922.88,0.202,0.6927,11,0.8509,1,0.977,0
10767.18,0.945,0.9114,15,0.8776,1,0.6565,0
57144.32,0.9471,0.0342,13,0.1859,1,0.6992,0
20232.12,0.6661,0.6277,9,0.5143,1,0.8182,0
62988.7,0.8573,0.2182,2,0.5182,1,0.7339,0
80132.19,0.5612,0.4741,7,0.1584,0,0.5226,0
83078.67,0.9441,0.424,5,0.5235,0,0.7726,0
34406.63,0.0939,0.39,4,0.3265,1,0.0357,0
57150.68,0.864,0.1904,15,0.8482,0,0.9328,0
58486.02,0.0555,0.8026,10,0.2297,1,0.8231,0
49924.28,0.3391,0.3795,16,0.7515,1,0.6377,0
67235.82,0.1353,0.8872,2,0.8072,1,0.0688,0
24958.28,0.4791,0.3547,20,0.6623,0,0.2949,1
98028.11,0.2322,0.8397,9,0.1932,1,0.2536,1
14317.58,0.9521,0.5445,5,0.2343,0,0.257,1
83776.01,0.5593,0.3856,7,0.874,0,0.6721,1
61439.12,0.8977,0.704,17,0.0682,1,0.8761,1
28261.2,0.2781,0.7867,14,0.1054,0,0.6816,0
75839.13,0.026,0.4827,3,0.8807,1,0.3888,0
13025.69,0.7757,0.4254,20,0.6992,1,0.9692,0
78569.69,0.7024,0.5774,2,0.6717,0,0.8626,1
61048.6,0.5455,0.5852,5,0.1442,0,0.6854,0
15521.28,0.8153,0.4255,15,0.44,0,0.3975,0
12553.03,0.8401,0.7577,11,0.7567,0,0.6838,0
76329.45,0.5879,0.3997,9,0.296,0,0.408,0
32828.91,0.9659,0.453,19,0.1735,1,0.1552,1
89483.68,0.7197,0.6053,16,0.0099,0,0.6188,1
77396.94,0.6769,0.9868,20,0.5603,1,0.6981,0
71328.07,0.3614,0.2607,5,0.2644,0,0.3493,0
31467.58,0.0023,0.232,17,0.7773,0,0.9293,1
72349.73,0.2409,0.1769,4,0.2552,1,0.8543,0
95074.03,0.7639,0.6894,16,0.1364,1,0.5829,1
13698.18,0.7099,0.4491,11,0.8644,0,0.0602,0
35985.45,0.331,0.3886,12,0.8683,1,0.0172,0
27293.87,0.6256,0.2041,2,0.6165,1,0.6399,0
42358.76,0.1953,0.8911,18,0.8355,0,0.8138,0
75521.6,0.2636,0.4432,5,0.1457,1,0.5004,1
50053.05,0.9474,0.6077,12,0.4143,0,0.0235,1
59219.41,0.4132,0.1125,3,0.1837,0,0.1448,0
34844.71,0.245,0.108,19,0.4309,1,0.2112,0
18422.48,0.4871,0.0674,6,0.7121,1,0.6278,0
30358.7,0.387,0.3673,16,0.7604,1,0.4861,0
86669.63,0.7295,0.4729,16,0.0037,0,0.1022,1
62229.61,0.9621,0.2446,11,0.3506,0,0.5017,0
40908.92,0.5917,0.3497,2,0.8947,1,0.8695,0
80041.07,0.5911,0.0063,5,0.5304,0,0.4391,1
11123.46,0.3648,0.3511,12,0.2666,1,0.1498,0
29119.65,0.5646,0.1192,11,0.3501,1,0.578,0
26859.8,0.3193,0.1284,12,0.2903,1,0.9294,0
98609.63,0.0011,0.0045,5,0.4028,1,0.1159,1
72079.37,0.8661,0.6964,11,0.4,0,0.1564,1
63689.66,0.4294,0.9313,1,0.4562,1,0.5668,0
5473.57,0.4921,0.6215,10,0.4181,0,0.34,0
22509.45,0.0835,0.0962,1,0.4645,0,0.8956,0
65376.42,0.8371,0.9896,13,0.0252,0,0.7128,1
41073.34,0.1703,0.9756,11,0.049,1,0.1471,0
92806.64,0.4106,0.4682,17,0.334,1,0.8707,0
77648.8,0.8403,0.1079,9,0.7964,1,0.6423,1
47501.49,0.4578,0.7207,3,0.7117,0,0.4936,0
76203.92,0.9312,0.9615,4,0.0991,1,0.2565,1
97663.41,0.2093,0.7787,17,0.4453,1,0.6497,0
48793.18,0.7152,0.6242,20,0.5441,1,0.8985,1
66039.96,0.978,0.6108,1,0.4331,0,0.0385,1
92273.14,0.5496,0.9779,14,0.6278,0,0.3752,0
28624.09,0.6922,0.0731,10,0.8975,0,0.9357,0
89223.0,0.3932,0.1496,5,0.0868,1,0.3829,0
14266.75,0.7513,0.8308,10,0.464,0,0.0359,1
66602.58,0.9089,0.1451,19,0.4611,0,0.1014,0
79369.62,0.7031,0.3833,4,0.5061,0,0.6908,1
63387.59,0.9359,0.2815,17,0.1503,0,0.7001,0
52075.81,0.5887,0.2434,1,0.5745,1,0.115,0
63647.97,0.5771,0.0257,15,0.0399,1,0.2192,0
19408.05,0.3046,0.5663,1,0.667,0,0.5639,0
25479.22,0.7096,0.4012,1,0.5968,0,0.6865,1
30640.44,0.882,0.5516,0,0.2974,0,0.1568,1
61789.04,0.6463,0.3045,16,0.8901,0,0.4564,0
46980.6,0.233,0.9415,12,0.7459,1,0.562,0
28225.21,0.5441,0.5913,14,0.4856,0,0.0497,0
88866.89,0.7559,0.9612,3,0.8915,0,0.2238,0
